transaction_id,customer_id,timestamp,transaction_type,amount,location
T1044,C774,2025-02-24 03:19:16,Deposit,358.39,Delhi
T1045,C685,2025-03-15 02:18:55,Withdrawal,1299.62,Chennai
T1046,C420,2025-03-19 04:15:15,Deposit,3833.24,Chennai
T1047,C350,2025-01-29 08:48:55,Deposit,236.42,Hyderabad
T1048,C251,2025-03-23 03:05:52,Deposit,4185.78,Hyderabad
T1049,C783,2025-03-11 13:04:06,Deposit,2527.75,Hyderabad
T1050,C680,2025-03-08 07:57:51,Withdrawal,1519.55,Bangalore
T1051,C903,2025-03-31 15:16:42,Deposit,2805.8,Delhi
T1052,C281,2025-02-15 08:41:57,Deposit,1405.88,Delhi
T1053,C543,2025-03-18 20:34:24,Deposit,4363.07,Chennai
T1054,C854,2025-01-13 20:33:08,Deposit,813.13,Mumbai
T1055,C745,2025-03-24 11:47:36,Deposit,2256.62,Mumbai
T1056,C633,2025-01-30 00:42:21,Deposit,775.77,Mumbai
T1057,C103,2025-03-22 14:55:09,Deposit,1572.46,Delhi
T1058,C740,2025-02-24 06:20:32,Deposit,1248.19,Delhi
T1059,C653,2025-01-11 07:27:31,Withdrawal,3013.11,Mumbai
T1060,C760,2025-04-01 02:02:54,Withdrawal,1984.34,Chennai
T1061,C268,2025-02-18 07:34:29,Deposit,112.68,Delhi
T1062,C723,2025-02-25 12:38:30,Withdrawal,720.56,Delhi
T1063,C630,2025-03-07 06:10:34,Deposit,4067.52,Bangalore
T1064,C700,2025-02-06 20:49:03,Withdrawal,641.57,Delhi
T1065,C473,2025-02-19 14:10:13,Withdrawal,4913.09,Mumbai
T1066,C201,2025-03-13 01:47:40,Deposit,4023.33,Delhi
T1067,C787,2025-01-29 13:57:29,Deposit,2978.2,Mumbai
T1068,C326,2025-01-04 05:44:54,Deposit,3473.21,Delhi
T1069,C219,2025-02-22 04:42:35,Deposit,3493.17,Mumbai
T1070,C974,2025-03-28 19:56:12,Deposit,1175.19,Mumbai
T1071,C367,2025-03-09 21:13:37,Withdrawal,3995.98,Delhi
T1072,C970,2025-02-15 02:38:24,Deposit,1675.87,Mumbai
T1073,C935,2025-01-26 16:03:50,Deposit,342.36,Hyderabad
T1074,C186,2025-03-02 05:00:53,Deposit,1709.71,Mumbai
T1075,C989,2025-02-12 06:59:16,Deposit,3245.04,Chennai
T1076,C789,2025-02-23 02:39:24,Withdrawal,2865.65,Hyderabad
T1077,C416,2025-03-24 03:36:43,Withdrawal,1952.42,Mumbai
T1078,C292,2025-02-21 15:43:17,Withdrawal,1518.48,Delhi
T1079,C242,2025-03-28 09:16:06,Deposit,423.17,Delhi
T1080,C765,2025-03-06 16:02:43,Deposit,1664.18,Chennai
T1081,C155,2025-03-10 05:19:09,Withdrawal,1145.03,Bangalore
T1082,C122,2025-03-04 22:29:33,Deposit,2391.57,Mumbai
T1083,C617,2025-01-03 18:24:47,Withdrawal,1096.02,Delhi
T1084,C130,2025-03-11 12:51:32,Deposit,4645.84,Mumbai
T1085,C216,2025-01-23 15:18:05,Withdrawal,3915.35,Bangalore
T1086,C963,2025-01-03 13:03:52,Deposit,2984.37,Mumbai
T1087,C337,2025-01-31 01:11:47,Deposit,383.87,Delhi
T1088,C140,2025-03-03 06:45:52,Withdrawal,1264.73,Chennai
T1089,C877,2025-01-09 00:11:48,Deposit,352.02,Chennai
T1090,C983,2025-03-17 02:28:18,Deposit,1815.81,Delhi
T1091,C554,2025-02-15 07:27:02,Withdrawal,134.34,Hyderabad
T1092,C924,2025-01-19 09:19:25,Withdrawal,4391.87,Bangalore
T1093,C548,2025-02-25 20:44:17,Withdrawal,4703.92,Mumbai
T1094,C480,2025-02-22 07:14:39,Withdrawal,542.22,Chennai
T1095,C337,2025-01-16 04:07:43,Deposit,3513.0,Delhi
T1096,C942,2025-01-27 23:47:41,Deposit,4149.71,Hyderabad
T1097,C857,2025-01-04 04:18:21,Withdrawal,4353.13,Delhi
T1098,C954,2025-01-31 00:52:40,Withdrawal,4042.09,Mumbai
T1099,C219,2025-01-10 06:43:53,Deposit,3856.64,Chennai
T1100,C489,2025-01-16 01:22:55,Deposit,4709.01,Mumbai
T1101,C547,2025-04-01 20:05:38,Withdrawal,1894.87,Mumbai
T1102,C391,2025-02-18 23:33:15,Deposit,750.29,Chennai
T1103,C890,2025-01-01 06:18:05,Withdrawal,1119.32,Delhi
T1104,C597,2025-03-13 14:29:53,Deposit,2694.94,Delhi
T1105,C271,2025-03-16 08:11:03,Deposit,3441.21,Bangalore
T1106,C839,2025-01-12 17:25:11,Withdrawal,2549.72,Mumbai
T1107,C843,2025-02-26 13:10:46,Deposit,1059.52,Chennai
T1108,C743,2025-02-09 04:21:45,Withdrawal,3957.32,Delhi
T1109,C272,2025-01-28 09:27:31,Withdrawal,4671.5,Mumbai
T1110,C837,2025-03-27 17:00:23,Deposit,720.99,Delhi
T1111,C194,2025-02-11 00:15:57,Withdrawal,2985.84,Delhi
T1112,C269,2025-01-12 12:27:21,Deposit,4293.56,Mumbai
T1113,C354,2025-01-27 08:45:27,Deposit,2168.91,Bangalore
T1114,C316,2025-02-19 23:31:13,Withdrawal,372.05,Chennai
T1115,C199,2025-02-21 20:22:20,Withdrawal,2693.95,Mumbai
T1116,C314,2025-03-28 11:21:59,Deposit,1381.49,Chennai
T1117,C441,2025-03-05 18:44:50,Deposit,104.27,Mumbai
T1118,C233,2025-01-11 07:29:34,Deposit,189.73,Hyderabad
T1119,C478,2025-03-23 15:05:32,Deposit,3851.62,Hyderabad
T1120,C972,2025-03-18 15:01:32,Deposit,2292.11,Mumbai
T1121,C756,2025-03-30 05:55:39,Deposit,2107.97,Hyderabad
T1122,C673,2025-02-10 14:05:40,Deposit,939.94,Chennai
T1123,C403,2025-03-19 23:36:49,Withdrawal,2389.86,Delhi
T1124,C495,2025-02-22 15:59:45,Withdrawal,1415.22,Chennai
T1125,C441,2025-01-30 20:45:40,Withdrawal,1917.17,Mumbai
T1126,C296,2025-03-02 22:35:10,Withdrawal,3651.9,Chennai
T1127,C941,2025-01-19 12:17:57,Withdrawal,4895.07,Bangalore
T1128,C977,2025-02-15 14:08:47,Withdrawal,4898.79,Delhi
T1129,C730,2025-03-12 22:22:18,Withdrawal,2252.06,Delhi
T1130,C175,2025-01-27 10:44:20,Deposit,2231.57,Hyderabad
T1131,C420,2025-01-28 11:44:41,Withdrawal,2951.06,Chennai
T1132,C341,2025-01-31 11:09:50,Withdrawal,4544.79,Bangalore
T1133,C303,2025-01-03 01:54:00,Withdrawal,1368.31,Hyderabad
T1134,C511,2025-03-03 18:00:55,Deposit,3674.24,Delhi
T1135,C816,2025-02-25 02:49:58,Deposit,3119.14,Hyderabad
T1136,C821,2025-03-17 06:52:17,Deposit,3747.39,Bangalore
T1137,C800,2025-03-25 06:35:40,Deposit,753.51,Delhi
T1138,C255,2025-02-15 02:38:27,Deposit,824.5,Delhi
T1139,C441,2025-01-12 05:39:40,Withdrawal,1978.78,Hyderabad
T1140,C186,2025-01-25 14:19:45,Deposit,4416.92,Hyderabad
T1141,C370,2025-02-13 00:03:00,Deposit,2186.69,Chennai
T1142,C743,2025-03-24 01:19:05,Deposit,1601.54,Bangalore
T1143,C912,2025-03-25 12:43:24,Deposit,2139.75,Mumbai
T1144,C966,2025-01-21 05:34:08,Withdrawal,3346.15,Mumbai
T1145,C130,2025-01-06 03:03:45,Withdrawal,3637.02,Chennai
T1146,C523,2025-01-18 21:14:54,Deposit,1061.88,Chennai
T1147,C521,2025-02-13 05:47:19,Withdrawal,528.15,Mumbai
T1148,C167,2025-03-08 22:12:35,Deposit,1676.04,Mumbai
T1149,C409,2025-02-26 05:06:23,Withdrawal,3954.81,Chennai
T1150,C606,2025-02-19 12:38:38,Deposit,1515.83,Hyderabad
T1151,C117,2025-01-17 18:55:53,Deposit,2915.75,Chennai
T1152,C768,2025-03-13 15:59:07,Deposit,3064.1,Chennai
T1153,C470,2025-01-18 08:29:06,Deposit,4896.96,Delhi
T1154,C853,2025-03-26 21:11:34,Withdrawal,2043.95,Chennai
T1155,C492,2025-01-27 12:41:07,Deposit,3032.51,Chennai
T1156,C616,2025-01-17 06:46:32,Withdrawal,1550.79,Hyderabad
T1157,C893,2025-03-18 02:33:43,Withdrawal,3554.88,Mumbai
T1158,C509,2025-04-01 07:19:12,Deposit,3593.94,Hyderabad
T1159,C197,2025-02-04 15:30:32,Deposit,3045.07,Bangalore
T1160,C570,2025-02-26 10:37:51,Withdrawal,1013.97,Chennai
T1161,C782,2025-01-27 11:24:22,Deposit,3062.7,Hyderabad
T1162,C409,2025-02-09 22:59:58,Withdrawal,4785.61,Hyderabad
T1163,C343,2025-02-16 15:31:36,Deposit,4541.37,Delhi
T1164,C660,2025-03-29 07:11:07,Deposit,2393.79,Delhi
T1165,C985,2025-03-21 06:06:18,Withdrawal,3784.6,Delhi
T1166,C485,2025-01-17 23:45:04,Withdrawal,4179.57,Bangalore
T1167,C140,2025-01-26 08:17:03,Deposit,3840.73,Mumbai
T1168,C668,2025-02-07 16:58:57,Withdrawal,3442.17,Hyderabad
T1169,C791,2025-02-12 20:21:32,Deposit,2017.14,Bangalore
T1170,C121,2025-02-05 17:50:44,Deposit,3751.58,Hyderabad
T1171,C879,2025-02-25 23:20:15,Withdrawal,2226.3,Bangalore
T1172,C541,2025-02-11 17:19:17,Deposit,3447.62,Chennai
T1173,C722,2025-03-04 20:09:54,Deposit,2317.54,Chennai
T1174,C202,2025-01-05 04:00:59,Deposit,4009.31,Bangalore
T1175,C670,2025-01-06 04:29:06,Withdrawal,1579.27,Mumbai
T1176,C906,2025-01-08 14:47:34,Deposit,972.23,Bangalore
T1177,C991,2025-02-14 13:51:37,Withdrawal,3825.23,Chennai
T1178,C693,2025-02-03 02:00:43,Deposit,3115.72,Bangalore
T1179,C620,2025-01-01 21:59:28,Withdrawal,3683.57,Chennai
T1180,C153,2025-01-10 20:13:08,Withdrawal,3830.94,Mumbai
T1181,C415,2025-01-23 02:14:34,Deposit,3932.0,Hyderabad
T1182,C972,2025-02-18 19:44:36,Deposit,3751.08,Mumbai
T1183,C600,2025-02-04 12:04:20,Withdrawal,672.86,Mumbai
T1184,C993,2025-03-05 18:10:35,Withdrawal,1093.18,Bangalore
T1185,C804,2025-03-08 03:42:23,Deposit,3669.17,Chennai
T1186,C796,2025-03-12 00:25:11,Deposit,1054.13,Hyderabad
T1187,C152,2025-02-06 14:50:20,Deposit,2977.6,Mumbai
T1188,C826,2025-02-23 04:29:32,Withdrawal,610.75,Chennai
T1189,C656,2025-03-06 06:34:30,Withdrawal,1013.64,Chennai
T1190,C402,2025-02-07 15:44:35,Deposit,2766.19,Delhi
T1191,C743,2025-02-03 19:16:11,Withdrawal,1476.95,Delhi
T1192,C924,2025-01-12 19:35:25,Withdrawal,4176.36,Hyderabad
T1193,C395,2025-01-23 03:09:30,Withdrawal,1426.58,Hyderabad
T1194,C941,2025-01-17 10:26:19,Deposit,1674.88,Chennai
T1195,C952,2025-03-26 08:51:49,Deposit,2026.36,Hyderabad
T1196,C803,2025-02-11 19:25:39,Deposit,4781.41,Hyderabad
T1197,C586,2025-03-28 01:58:01,Deposit,1460.22,Hyderabad
T1198,C856,2025-03-23 09:22:13,Withdrawal,1577.2,Bangalore
T1199,C959,2025-01-29 06:01:19,Deposit,3344.7,Chennai
T1200,C138,2025-03-28 17:53:35,Deposit,4718.8,Mumbai
T1201,C500,2025-01-27 13:17:34,Withdrawal,974.77,Chennai
T1202,C276,2025-03-23 23:59:06,Deposit,4808.16,Bangalore
T1203,C938,2025-02-17 18:22:24,Withdrawal,1164.57,Chennai
T1204,C733,2025-01-20 21:38:43,Deposit,931.38,Hyderabad
T1205,C551,2025-03-20 23:59:31,Withdrawal,4359.21,Bangalore
T1206,C154,2025-03-22 03:39:27,Withdrawal,1692.03,Mumbai
T1207,C876,2025-01-23 11:05:02,Withdrawal,594.21,Chennai
T1208,C368,2025-01-09 02:08:49,Withdrawal,288.6,Chennai
T1209,C266,2025-03-30 13:45:39,Withdrawal,2865.29,Bangalore
T1210,C979,2025-01-21 16:14:24,Deposit,2970.97,Mumbai
T1211,C357,2025-03-15 04:03:49,Deposit,3964.91,Chennai
T1212,C122,2025-01-18 14:32:28,Withdrawal,1201.17,Mumbai
T1213,C629,2025-03-14 17:17:43,Withdrawal,1436.91,Bangalore
T1214,C467,2025-01-27 09:31:09,Withdrawal,4014.4,Mumbai
T1215,C881,2025-01-13 07:57:33,Withdrawal,811.19,Mumbai
T1216,C247,2025-03-28 23:41:28,Deposit,1631.98,Delhi
T1217,C963,2025-01-22 18:47:13,Deposit,1743.57,Chennai
T1218,C552,2025-02-02 08:24:34,Withdrawal,993.07,Hyderabad
T1219,C590,2025-01-25 21:12:22,Deposit,1006.4,Hyderabad
T1220,C641,2025-02-16 06:57:15,Deposit,1129.58,Delhi
T1221,C253,2025-01-22 15:15:30,Withdrawal,1123.42,Mumbai
T1222,C613,2025-03-24 06:58:57,Withdrawal,4666.2,Hyderabad
T1223,C607,2025-03-15 18:44:57,Deposit,4376.71,Mumbai
T1224,C951,2025-01-17 21:37:33,Deposit,1499.25,Mumbai
T1225,C291,2025-03-21 09:58:45,Withdrawal,4200.95,Mumbai
T1226,C926,2025-01-12 06:27:16,Withdrawal,2176.95,Delhi
T1227,C982,2025-01-12 00:06:36,Deposit,3608.63,Mumbai
T1228,C707,2025-01-01 17:35:49,Deposit,4479.93,Delhi
T1229,C863,2025-02-17 10:23:30,Deposit,159.88,Delhi
T1230,C736,2025-03-25 18:09:46,Withdrawal,3075.01,Chennai
T1231,C184,2025-02-04 21:31:08,Deposit,3808.02,Delhi
T1232,C951,2025-02-08 13:54:30,Deposit,4716.28,Hyderabad
T1233,C102,2025-03-27 13:51:43,Deposit,155.55,Delhi
T1234,C626,2025-01-28 16:51:05,Withdrawal,4764.75,Chennai
T1235,C307,2025-02-10 22:46:34,Withdrawal,4000.42,Bangalore
T1236,C804,2025-02-06 10:34:31,Withdrawal,756.71,Bangalore
T1237,C937,2025-02-12 16:08:23,Deposit,4101.7,Delhi
T1238,C717,2025-03-25 00:24:16,Deposit,1143.32,Mumbai
T1239,C203,2025-03-25 22:57:56,Deposit,3825.59,Delhi
T1240,C317,2025-02-16 19:55:58,Withdrawal,4429.42,Hyderabad
T1241,C749,2025-02-04 13:33:36,Deposit,4726.76,Hyderabad
T1242,C538,2025-01-13 06:10:27,Withdrawal,2116.97,Hyderabad
T1243,C605,2025-03-11 10:25:37,Deposit,3555.49,Mumbai
T1244,C809,2025-01-20 02:32:32,Deposit,2460.04,Delhi
T1245,C697,2025-01-12 15:25:55,Withdrawal,1322.21,Mumbai
T1246,C861,2025-02-23 11:22:45,Withdrawal,4323.71,Hyderabad
T1247,C436,2025-03-18 08:30:36,Deposit,4631.75,Chennai
T1248,C154,2025-01-14 10:51:12,Deposit,1936.94,Delhi
T1249,C811,2025-01-29 15:19:42,Withdrawal,1228.36,Delhi
T1250,C609,2025-02-27 09:13:46,Withdrawal,395.77,Bangalore
T1251,C537,2025-01-12 19:08:38,Deposit,3654.85,Delhi
T1252,C310,2025-03-10 08:52:58,Deposit,508.27,Hyderabad
T1253,C290,2025-01-31 21:07:12,Withdrawal,181.27,Hyderabad
T1254,C943,2025-02-09 14:52:40,Withdrawal,3025.27,Hyderabad
T1255,C727,2025-01-19 17:54:45,Withdrawal,356.25,Mumbai
T1256,C685,2025-02-21 17:57:43,Deposit,3121.58,Bangalore
T1257,C324,2025-01-01 01:14:17,Withdrawal,4878.43,Chennai
T1258,C788,2025-03-15 17:32:52,Deposit,1949.8,Hyderabad
T1259,C537,2025-02-05 00:53:17,Deposit,3427.42,Chennai
T1260,C387,2025-02-12 21:34:50,Withdrawal,1734.31,Chennai
T1261,C835,2025-01-15 07:20:35,Deposit,2707.35,Mumbai
T1262,C820,2025-03-10 02:57:26,Deposit,2590.04,Mumbai
T1263,C759,2025-03-02 05:39:13,Deposit,1289.72,Mumbai
T1264,C565,2025-02-12 10:01:03,Withdrawal,1623.77,Mumbai
T1265,C877,2025-01-25 18:05:48,Withdrawal,2597.82,Mumbai
T1266,C340,2025-03-11 22:48:09,Deposit,4490.48,Chennai
T1267,C795,2025-01-17 14:31:55,Withdrawal,1511.06,Hyderabad
T1268,C303,2025-03-01 00:02:39,Deposit,1349.44,Chennai
T1269,C333,2025-03-23 16:10:44,Deposit,521.61,Chennai
T1270,C267,2025-02-02 09:35:40,Withdrawal,1017.65,Hyderabad
T1271,C821,2025-03-08 00:53:32,Withdrawal,3375.49,Mumbai
T1272,C547,2025-01-23 20:07:08,Deposit,2418.95,Mumbai
T1273,C336,2025-01-31 10:54:34,Deposit,570.1,Mumbai
T1274,C458,2025-02-27 05:46:44,Deposit,4381.7,Delhi
T1275,C402,2025-03-22 07:39:34,Deposit,1902.48,Bangalore
T1276,C159,2025-02-05 23:47:16,Withdrawal,2289.37,Bangalore
T1277,C709,2025-02-14 15:19:33,Withdrawal,3448.63,Mumbai
T1278,C384,2025-03-19 04:24:01,Deposit,1489.07,Mumbai
T1279,C583,2025-03-07 20:13:10,Deposit,3434.17,Delhi
T1280,C913,2025-02-23 03:27:05,Withdrawal,3210.79,Bangalore
T1281,C730,2025-01-23 10:02:37,Withdrawal,2110.54,Delhi
T1282,C540,2025-02-16 15:14:18,Deposit,2476.46,Delhi
T1283,C968,2025-01-15 02:12:28,Deposit,633.04,Delhi
T1284,C821,2025-03-27 13:34:18,Deposit,1954.86,Mumbai
T1285,C785,2025-01-18 15:32:28,Deposit,4557.05,Hyderabad
T1286,C308,2025-02-14 13:21:15,Withdrawal,4652.55,Delhi
T1287,C424,2025-01-29 10:09:46,Withdrawal,1214.83,Mumbai
T1288,C828,2025-03-12 03:55:20,Deposit,504.94,Hyderabad
T1289,C551,2025-02-26 14:19:24,Withdrawal,1567.23,Bangalore
T1290,C676,2025-02-15 06:02:31,Deposit,170.7,Chennai
T1291,C657,2025-01-16 21:30:12,Withdrawal,2734.36,Chennai
T1292,C950,2025-03-21 22:33:03,Deposit,253.81,Bangalore
T1293,C493,2025-03-01 20:51:25,Deposit,469.32,Bangalore
T1294,C152,2025-02-15 23:52:27,Withdrawal,533.59,Bangalore
T1295,C374,2025-01-30 16:50:16,Deposit,2387.66,Delhi
T1296,C201,2025-02-09 12:52:58,Withdrawal,3471.98,Hyderabad
T1297,C146,2025-02-06 21:54:08,Deposit,2734.03,Hyderabad
T1298,C782,2025-03-01 15:43:34,Withdrawal,1730.41,Mumbai
T1299,C520,2025-01-18 17:20:10,Deposit,1524.05,Delhi
T1300,C608,2025-04-01 01:14:47,Withdrawal,1252.91,Delhi
T1301,C836,2025-01-22 12:09:51,Withdrawal,4603.53,Hyderabad
T1302,C738,2025-02-10 16:57:18,Deposit,706.98,Hyderabad
T1303,C567,2025-01-25 05:00:13,Deposit,694.0,Delhi
T1304,C412,2025-01-02 06:37:09,Deposit,1366.31,Delhi
T1305,C563,2025-02-26 19:41:28,Deposit,4822.41,Mumbai
T1306,C458,2025-03-01 01:07:35,Deposit,4993.44,Chennai
T1307,C446,2025-02-09 23:18:23,Deposit,2433.69,Bangalore
T1308,C344,2025-02-27 07:28:12,Deposit,913.45,Delhi
T1309,C966,2025-03-03 16:11:10,Withdrawal,4379.61,Chennai
T1310,C960,2025-03-30 08:46:46,Withdrawal,1887.37,Hyderabad
T1311,C323,2025-02-17 12:32:32,Deposit,2100.52,Mumbai
T1312,C370,2025-01-20 08:48:06,Deposit,947.81,Bangalore
T1313,C315,2025-02-09 18:39:28,Deposit,3016.31,Mumbai
T1314,C472,2025-03-18 23:56:57,Withdrawal,2056.92,Hyderabad
T1315,C353,2025-01-27 17:56:59,Withdrawal,1101.39,Hyderabad
T1316,C680,2025-03-23 13:58:41,Deposit,2512.14,Mumbai
T1317,C874,2025-03-04 14:30:11,Withdrawal,324.37,Hyderabad
T1318,C229,2025-03-26 01:07:49,Withdrawal,417.62,Delhi
T1319,C452,2025-02-11 06:03:07,Withdrawal,4664.98,Delhi
T1320,C728,2025-03-19 21:10:12,Deposit,1252.27,Chennai
T1321,C602,2025-03-21 23:11:01,Withdrawal,4660.99,Chennai
T1322,C696,2025-03-31 06:09:31,Deposit,466.92,Hyderabad
T1323,C460,2025-02-23 21:30:28,Withdrawal,4639.85,Chennai
T1324,C765,2025-03-12 19:48:30,Withdrawal,1555.24,Mumbai
T1325,C267,2025-01-13 20:23:36,Deposit,1726.92,Chennai
T1326,C535,2025-03-24 22:02:12,Withdrawal,2122.75,Delhi
T1327,C471,2025-01-30 20:43:21,Deposit,4004.04,Bangalore
T1328,C834,2025-03-01 19:14:35,Withdrawal,1203.97,Hyderabad
T1329,C398,2025-02-05 00:20:57,Deposit,4181.63,Chennai
T1330,C848,2025-03-20 19:11:34,Deposit,2370.67,Bangalore
T1331,C707,2025-01-08 03:55:27,Deposit,4541.5,Delhi
T1332,C708,2025-01-13 17:53:35,Deposit,1966.14,Chennai
T1333,C125,2025-03-20 13:52:22,Withdrawal,540.69,Bangalore
T1334,C463,2025-01-31 14:48:28,Withdrawal,4741.23,Mumbai
T1335,C187,2025-03-18 01:05:21,Deposit,735.8,Delhi
T1336,C479,2025-03-27 21:25:35,Deposit,2297.75,Delhi
T1337,C108,2025-02-06 18:16:11,Deposit,555.66,Bangalore
T1338,C567,2025-02-08 13:08:05,Withdrawal,890.58,Bangalore
T1339,C903,2025-03-19 01:42:43,Withdrawal,4560.56,Chennai
T1340,C337,2025-03-06 04:37:45,Deposit,2051.16,Hyderabad
T1341,C298,2025-03-14 08:09:59,Withdrawal,2285.2,Bangalore
T1342,C279,2025-03-08 05:00:13,Withdrawal,3584.83,Mumbai
T1343,C122,2025-02-02 04:03:42,Withdrawal,3528.5,Mumbai
T1344,C718,2025-01-24 23:07:59,Withdrawal,1551.78,Hyderabad
T1345,C245,2025-03-13 02:20:07,Deposit,3779.62,Hyderabad
T1346,C365,2025-02-08 19:31:32,Withdrawal,496.02,Delhi
T1347,C995,2025-01-19 10:42:51,Withdrawal,2052.31,Delhi
T1348,C124,2025-02-09 04:40:56,Withdrawal,3573.08,Delhi
T1349,C209,2025-02-08 14:05:57,Deposit,2167.07,Chennai
T1350,C994,2025-01-12 14:47:04,Deposit,4337.99,Bangalore
T1351,C452,2025-03-09 02:54:43,Withdrawal,1477.05,Bangalore
T1352,C219,2025-03-14 06:23:36,Withdrawal,4869.84,Delhi
T1353,C984,2025-03-05 13:44:20,Withdrawal,1836.16,Delhi
T1354,C898,2025-01-25 12:05:00,Withdrawal,435.99,Bangalore
T1355,C341,2025-01-28 04:32:37,Withdrawal,3550.28,Bangalore
T1356,C759,2025-03-17 02:45:27,Withdrawal,3987.19,Delhi
T1357,C679,2025-01-23 11:59:52,Deposit,3053.97,Mumbai
T1358,C851,2025-01-30 21:40:39,Withdrawal,4147.53,Mumbai
T1359,C753,2025-03-22 05:27:12,Deposit,2987.35,Mumbai
T1360,C870,2025-03-19 04:54:30,Deposit,3460.28,Mumbai
T1361,C158,2025-01-06 11:38:55,Withdrawal,1007.83,Chennai
T1362,C471,2025-03-07 11:50:43,Withdrawal,4366.66,Chennai
T1363,C679,2025-01-26 17:09:52,Withdrawal,3782.41,Delhi
T1364,C694,2025-02-14 00:04:54,Withdrawal,237.25,Mumbai
T1365,C101,2025-01-30 04:46:02,Withdrawal,3634.1,Bangalore
T1366,C110,2025-01-16 09:24:01,Withdrawal,1542.89,Mumbai
T1367,C347,2025-03-13 21:58:37,Deposit,515.17,Delhi
T1368,C191,2025-02-09 10:46:26,Deposit,3716.2,Chennai
T1369,C748,2025-03-11 19:25:07,Withdrawal,2030.44,Chennai
T1370,C905,2025-02-05 08:08:37,Deposit,3785.87,Mumbai
T1371,C443,2025-03-05 13:46:22,Withdrawal,1416.93,Bangalore
T1372,C911,2025-02-14 18:50:49,Deposit,4144.66,Mumbai
T1373,C209,2025-02-20 10:45:47,Withdrawal,4748.23,Chennai
T1374,C367,2025-03-28 15:39:55,Deposit,2648.83,Mumbai
T1375,C873,2025-02-16 03:45:37,Withdrawal,2494.07,Chennai
T1376,C551,2025-01-08 18:08:21,Withdrawal,3012.36,Delhi
T1377,C361,2025-01-18 08:56:50,Withdrawal,522.14,Delhi
T1378,C628,2025-03-16 23:52:21,Deposit,2101.88,Hyderabad
T1379,C691,2025-02-05 03:56:39,Withdrawal,3607.05,Bangalore
T1380,C990,2025-02-24 19:31:06,Deposit,3448.66,Chennai
T1381,C425,2025-01-12 00:24:54,Deposit,3453.05,Delhi
